env,Model,value
RTX2080Ti_CPUALL,LSTM,20.404544722946007
RTX2080Ti_CPU100,LSTM,125.25825693610773
RTX2080Ti_CPU80,LSTM,113.82901845137395
T4_CPUALL,LSTM,67.21150733269663
T4_CPU100,LSTM,33.18985592171869
T4_CPU80,LSTM,73.35760059702146
T4_CPU60,LSTM,190.24509987538835
P4_CPUALL,LSTM,35.24337860728681
P4_CPU100,LSTM,52.530927471630996
P4_CPU80,LSTM,93.6053431464057
P4_CPU60,LSTM,278.2020938058514
RTX3080Ti_CPUALL,LSTM,18.345576476729494
