dataset,mre,rmse,rand_mre,rand_rmse,models_mre,models_rmse
T4_CPUALL,0.1754054749396363,492.13290467090764,0.18148338918429516,713.6800604116007,0.1706299708902615,179.7097623501871
P4_CPUALL,0.1286562070385135,138.01657034696728,0.19239130802134286,231.83221537200825,0.09707067026826181,43.049990795527314
RTX2080Ti_CPUALL,0.12276229364923179,111.26359863635203,0.08079707965610398,146.6882797365548,0.17213313364114682,40.362870149885474
RTX3080Ti_CPUALL,0.10163867838182783,23.520112821152125,0.0913787711081004,31.45800443810701,0.10394885617856113,21.32911456503683
