env,Model,value
RTX2080Ti_CPUALL,GCNGrouping,125.27105455084622
RTX2080Ti_CPU100,GCNGrouping,80.21722909064032
T4_CPUALL,GCNGrouping,245.21531686040882
T4_CPU100,GCNGrouping,74.72448823273925
T4_CPU80,GCNGrouping,93.0362828176228
P4_CPUALL,GCNGrouping,251.06960671539505
P4_CPU100,GCNGrouping,67.0294431502413
P4_CPU80,GCNGrouping,61.226947623430476
RTX3080Ti_CPUALL,GCNGrouping,26.76643161398186
