env,Model,value
RTX2080Ti_CPUALL,PerfNet,73.8787112107494
RTX2080Ti_CPU100,PerfNet,204.27491252783094
RTX2080Ti_CPU80,PerfNet,279.30984399174963
T4_CPUALL,PerfNet,86.69274604129103
T4_CPU100,PerfNet,45.05486810864547
T4_CPU80,PerfNet,110.26776337436613
P4_CPUALL,PerfNet,126.64833211258453
P4_CPU100,PerfNet,63.28929858790949
P4_CPU80,PerfNet,103.20712111653323
RTX3080Ti_CPUALL,PerfNet,20.673634477472014
